Rank,Name,Rank_Again,Symbol,Price,24h,7d,Market Cap,Volume USD,Volume Units,Circulating Supply,price,market_cap,volume_usd
,OTCBTC Token,,OTB,$0.005771,-8.52%,29.38%,,,,,0.005771,,
,Ulgen Hash Power,,UHP,$0.026801,-14.27%,3.60%,,,,,0.026801,,
,QuiverX,,QRX,$0.016452,19.89%,45.43%,,,,,0.016452,,
,ReFork,,EFK,$0.013914,1.97%,29.78%,,,,,0.013914,,
,ZYX,,ZYX,$0.010567,-5.91%,-13.64%,,,,,0.010567,,
,Tratok,,TRAT,$0.024129,5.28%,60.84%,,,,,0.024129,,
,Cryptonits,,CRT,$0.030083,-12.84%,-16.14%,,,,,0.030083,,
,Golden Ratio Per Liquidity,,GRPL,$0.849953,16.52%,41.79%,,,,,0.849953,,
,Digex,,DIGEX,$0.001463,-13.47%,-14.28%,,,,,0.001463,,
,FOCV,,FOCV,$0.008741,0.88%,-4.11%,,,,,0.008741,,
,BNSD Finance,,BNSD,$0.009721,6.37%,17.81%,,,,,0.009721,,
,Flits,,FLS,$1.12,12.83%,-6.09%,,,,,1.12,,
,Ztranzit Coin,,ZTNZ,$4.19,172.16%,0.00%,,,,,4.19,,
,Nio tokenized stock FTX,,NIO,$48.75,-0.51%,6.09%,,,,,48.75,,
,APY Vision,,VISION,$0.916953,4.89%,26.31%,,,,,0.916953,,
,PeerEx,,PERX,$0.001979,8.83%,17.15%,,,,,0.001979,,
,xscoin,,XSC,$0.344278,6.87%,6.36%,,,,,0.344278,,
,VELO Token,,VLO,$0.008725,38.59%,6.50%,,,,,0.008725,,
,Freight Trust & Clearing Network,,EDI,$0.001599,3.55%,-34.77%,,,,,0.001599,,
,Etherpay,,ETHPY,$0.073901,-21.82%,-20.19%,,,,,0.073901,,
,DWS,,DWS,$0.000026,2.65%,-2.43%,,,,,2.6e-05,,
,01coin,,ZOC,$0.003640,-12.63%,-25.56%,,,,,0.00364,,
,3X Long Matic Token,,MATICBULL,$0.422400,22.97%,12.10%,,,,,0.4224,,
,UNCL,,UNCL,$2.46,21.07%,1.58%,,,,,2.46,,
,ECOChain,,ECOC,$0.214466,-12.19%,-3.47%,,,,,0.214466,,
,DeFiat,,DFT,$1.28,8.16%,-11.85%,,,,,1.28,,
,Tradebitpay,,TBP,$0.188851,6.11%,-2.83%,,,,,0.188851,,
,Cofinex Coin,,CNX,$0.116319,90.94%,-60.23%,,,,,0.116319,,
,MGC Token,,MGC,$0.002202,18.21%,30.20%,,,,,0.002202,,
,MM Token,,MM,$2.07,-9.81%,-29.25%,,,,,2.07,,
,swiss.finance,,SWISS,$292.10,13.37%,15.60%,,,,,292.1,,
,YFIDapp,,YFID,$7.47,25.27%,-17.73%,,,,,7.47,,
,DUO Network Token,,DUO,$0.002281,13.15%,-11.78%,,,,,0.002281,,
,Axioms,,AXI,$0.011413,2.38%,69.25%,,,,,0.011413,,
,Bone,,BONE,$0.487741,3.21%,-0.46%,,,,,0.487741,,
,Spockchain Network,,SPOK,$0.000501,0.02%,2.10%,,,,,0.000501,,
,WHEN Token,,WHEN,$0.001160,0.38%,17.68%,,,,,0.00116,,
,Grain,,GRAIN,$0.043505,3.95%,-39.17%,,,,,0.043505,,
,DSYS,,DSYS,$0.000186,-19.80%,13.78%,,,,,0.000186,,
,FUD.finance,,FUD,$18.68,16.74%,37.72%,,,,,18.68,,
,DeepCloud AI,,DEEP,$0.000293,-0.31%,-45.75%,,,,,0.000293,,
,Emrals,,EMRALS,$0.004143,-0.60%,-1.67%,,,,,0.004143,,
,STONK,,STONK,$0.001200,31.41%,-5.78%,,,,,0.0012,,
,snglsDAO,,SGT,$0.000160,12.42%,16.25%,,,,,0.00016,,
,SEEN,,SEEN,$2.37,7.69%,-1.73%,,,,,2.37,,
,Stacy,,STACY,$0.001354,15.89%,35.66%,,,,,0.001354,,
,CoinMeet,,MEET,$0.002086,-3.57%,-20.91%,,,,,0.002086,,
,FANZY,,FX1,$0.000051,0.01%,-1.05%,,,,,5.1e-05,,
,AK12,,AK12,$0.108195,-3.18%,32.69%,,,,,0.108195,,
,OWL Token (StealthSwap),,OWL,$0.257556,14.37%,8.59%,,,,,0.257556,,
,LeLeFoodChain,,LELE,$0.013023,8.37%,-18.44%,,,,,0.013023,,
,Bundles Finance,,BUND,$2.43,-4.68%,-45.11%,,,,,2.43,,
,DegenVC,,DGVC,$0.578040,10.90%,31.45%,,,,,0.57804,,
,ARVO,,ARVO,$30.89,-0.17%,-62.57%,,,,,30.89,,
,WEBN token,,WEBN,$0.000001,5.38%,-43.49%,,,,,1e-06,,
,VeraOne,,VRO,$67.60,2.21%,6.83%,,,,,67.6,,
,1x Long Bitcoin Implied Volatility Token,,BVOL,$1588.84,1.70%,3.52%,,,,,1588.84,,
,Bali Coin,,BALI,$0.024428,9.58%,16.48%,,,,,0.024428,,
,Future1coin,,F1C,$0.000236,92.59%,8.30%,,,,,0.000236,,
,The LoveChain,,LOV,$0.035497,-4.83%,-8.91%,,,,,0.035497,,
3201,Squirrel Finance,3201,NUTS,$1.29,15.41%,46.62%,$0,"$7,519","5,833 NUTS",0 NUTS,1.29,0.0,7519.0
3202,Asian-African Capital Chain,3202,ACC,$0.067922,3.11%,7.34%,$0,"$7,451","109,692 ACC",0 ACC,0.067922,0.0,7451.0
3203,ARCS,3203,ARX,$0.230514,0.20%,5.53%,$0,"$7,446","32,304 ARX",0 ARX,0.230514,0.0,7446.0
3206,Hubi Token,3206,HUB,$0.008914,0.03%,0.80%,$0,"$7,380","827,936 HUB",0 HUB,0.008914,0.0,7380.0
3207,Buccaneer V2,3207,BUCC,$4.38,28.80%,11.74%,$0,"$7,333","1,674 BUCC",0 BUCC,4.38,0.0,7333.0
3208,governance ZIL,3208,GZIL,$61.78,17.21%,35.01%,$0,"$7,332",119 GZIL,0 GZIL,61.78,0.0,7332.0
3209,BitcoinRegular,3209,BTRL,$0.717589,50.93%,22.44%,$0,"$7,250","10,103 BTRL",0 BTRL,0.717589,0.0,7250.0
3210,KVANT,3210,KVNT,$0.142050,13.25%,0.24%,$0,"$7,211","50,764 KVNT",0 KVNT,0.14205,0.0,7211.0
,Uniris,,UCO,$0.080178,-0.38%,-1.55%,,,,,0.080178,,
,FLAMA,,FMA,$0.009385,14.03%,26.50%,,,,,0.009385,,
,XDAG,,XDAG,$0.002074,-5.62%,-21.93%,,,,,0.002074,,
,SWAG Finance,,SWAG,$0.062956,0.11%,1.95%,,,,,0.062956,,
,Filenet,,FN,$0.003467,-13.22%,-30.96%,,,,,0.003467,,
,pTokens BTC,,PBTC,$33526.29,80.67%,21.21%,,,,,33526.29,,
,YFIA,,YFIA,$1.93,-16.07%,-38.25%,,,,,1.93,,
,Ethereum Message Search,,EMS,$2.83,4.67%,15.60%,,,,,2.83,,
,Donut,,DONUT,$0.002228,-5.87%,-5.67%,,,,,0.002228,,
,Friends With Benefits,,FWB,$5.39,23.94%,59.49%,,,,,5.39,,
,DEMOS,,DOS,$0.035754,-62.89%,-61.62%,,,,,0.035754,,
,Nyan V2,,NYAN-2,$11.32,25.35%,53.04%,,,,,11.32,,
,PoolStake,,PSK,$0.133407,19.02%,-14.00%,,,,,0.133407,,
,HippoFinance,,HIPPO,$0.934724,-3.28%,-23.39%,,,,,0.934724,,
,Global Reserve System,,GLOB,$30.80,31.15%,42.04%,,,,,30.8,,
,Davion,,DAVP,$0.115130,-5.30%,14.10%,,,,,0.11513,,
,Codeo Token,,CODEO,$0.029509,-93.70%,-92.59%,,,,,0.029509,,
,Refract,,RFR,$369.89,11.25%,18.28%,,,,,369.89,,
,TideBit Token,,TBT,$0.046290,2.40%,1.25%,,,,,0.04629,,
,LegalBlock,,LBK,$0.000266,-3.73%,-20.91%,,,,,0.000266,,
,Smol,,SMOL,$11.74,28.85%,15.99%,,,,,11.74,,
,AnRKey X,,$ANRX,$0.035209,-3.52%,-13.81%,,,,,0.035209,,
,3X Long Ethereum Classic Token,,ETCBULL,$59.36,38.50%,28.82%,,,,,59.36,,
,Curate,,XCUR,$0.047099,26.29%,17.30%,,,,,0.047099,,
,Komet,,KOMET,$29.81,15.14%,11.86%,,,,,29.81,,
,Coinwaycoin,,CAN,$3.01,5.98%,14.91%,,,,,3.01,,
,Doki Doki Finance,,DOKI,$18.39,20.28%,14.28%,,,,,18.39,,
,Moderna tokenized stock FTX,,MRNA,$103.85,-1.05%,-15.48%,,,,,103.85,,
,SatoExchange Token,,SATX,$0.001940,-6.68%,18.01%,,,,,0.00194,,
,Blue Baikal,,BBC,$0.000021,-1.60%,1.97%,,,,,2.1e-05,,
,Zero Utility Token,,ZUT,$899.67,15.06%,19.14%,,,,,899.67,,
,Chalice Finance,,CHAL,$21.79,36.84%,37.45%,,,,,21.79,,
,BitherCash,,BICAS,$1.04,9.96%,119.22%,,,,,1.04,,
,Mandi Token,,MANDI,$0.019126,-14.36%,177.57%,,,,,0.019126,,
,GRAP,,GRAP,$0.095432,-5.63%,0.00%,,,,,0.095432,,
,Bitsten Token,,BST,$0.004947,-1.86%,17.44%,,,,,0.004947,,
,ThreeFold,,TFT,$0.024467,-6.27%,-19.15%,,,,,0.024467,,
,zHEGIC,,ZHEGIC,$0.166135,16.42%,51.41%,,,,,0.166135,,
,stakedFIRO,,stFIRO,$3.91,12.40%,9.13%,,,,,3.91,,
,IDCM Token,,IT,$0.000173,7.25%,30.60%,,,,,0.000173,,
,VersoView,,VVT,$0.016022,15.28%,17.75%,,,,,0.016022,,
,CHADS VC,,CHADS,$0.026018,18.25%,28.39%,,,,,0.026018,,
,KingMoney,,KIM,$4679.51,6.42%,16.20%,,,,,4679.51,,
,Coin Artist,,COIN,$0.707470,20.05%,18.49%,,,,,0.70747,,
,Muse,,MUSE,$0.444670,16.00%,-3.60%,,,,,0.44467,,
,Binance VND,,BVND,$0.000042,-0.15%,0.31%,,,,,4.2e-05,,
,Meter Governance mapped by Meter.io,,eMTRG,$0.303641,14.69%,4.31%,,,,,0.303641,,
,Volts.Finance,,VOLTS,$71.52,10.10%,7.54%,,,,,71.52,,
,United Token,,UTED,$0.010238,2.23%,2.21%,,,,,0.010238,,
,BitOnyx,,BTNYX,$0.245006,6.87%,-15.44%,,,,,0.245006,,
,Commerce Data Connection,,CDC,$0.000080,-7.47%,-2.85%,,,,,8e-05,,
,MYX Network,,MYX,$0.000499,1.54%,25.96%,,,,,0.000499,,
,3X Long Huobi Token Token,,HTBULL,$184.50,-7.05%,61.63%,,,,,184.5,,
,Sombe,,SBE,$0.000987,4.76%,19.12%,,,,,0.000987,,
,NFTLootBox,,LOOT,$9.41,19.95%,6.04%,,,,,9.41,,
,Community Token,,COM,$0.138110,2.90%,18.62%,,,,,0.13811,,
,The global index chain,,TGIC,$0.001098,36.35%,19.16%,,,,,0.001098,,
,BPOP,,BPOP,$0.005019,38.44%,-4.27%,,,,,0.005019,,
,TOKOK,,TOK,$0.003317,15.09%,37.75%,,,,,0.003317,,
,AurusGOLD,,AWG,$61.00,-0.29%,2.14%,,,,,61.0,,
,stETH (Lido),,STETH,$888.38,17.38%,38.83%,,,,,888.38,,
,3X Long OKB Token,,OKBBULL,$2165.00,-29.18%,62.05%,,,,,2165.0,,
,EYES Protocol,,EYES,$0.003008,-12.88%,-16.18%,,,,,0.003008,,
,FastSwap,,FAST,$0.648147,15.53%,61.46%,,,,,0.648147,,
,LIQUID,,LIQUID,$37.88,10.78%,8.13%,,,,,37.88,,
,Wrapped LEO,,WLEO,$0.333389,15.05%,50.71%,,,,,0.333389,,
,APEcoin,,APE,$0.229291,13.95%,-6.13%,,,,,0.229291,,
,Xeonbit Token,,XNS,$0.002977,0.37%,23.00%,,,,,0.002977,,
,Intelligence Quickly Chain,,IQC,$0.002004,0.54%,25.40%,,,,,0.002004,,
,LimitSwap,,LIMIT,$9.73,8.32%,16.61%,,,,,9.73,,
,bXIOT,,BXIOT,$0.727153,8.93%,10.13%,,,,,0.727153,,
,SPACE-iZ,,SPIZ,$0.002760,-3.18%,23.27%,,,,,0.00276,,
,DGPayment,,DGP,$0.339527,-44.04%,-65.93%,,,,,0.339527,,
,FME,,FME,$0.000418,-14.21%,-12.69%,,,,,0.000418,,
,Trade.win,,TWI,$0.101319,-13.25%,0.58%,,,,,0.101319,,
,Apple tokenized stock FTX,,AAPL,$133.51,0.96%,0.44%,,,,,133.51,,
,Bonk,,BONK,$0.114774,4.53%,-5.05%,,,,,0.114774,,
,RoboCalls,,RC20,$0.000018,-60.08%,-78.50%,,,,,1.8e-05,,
,QOOBER,,QOOB,$0.060000,0.00%,0.00%,,,,,0.06,,
,AmericanHorror.Finance,,AHF,$273.91,7.62%,24.97%,,,,,273.91,,
,Kauri,,KAU,$1.02,-13.11%,-5.27%,,,,,1.02,,
,Trendering,,TRND,$5.97,2.95%,27.18%,,,,,5.97,,
,Unknown Fair Object,,UFO,$0.326832,4.94%,-7.33%,,,,,0.326832,,
,MicroStrategy tokenized stock FTX,,MSTR,$420.25,1.45%,19.14%,,,,,420.25,,
,Compound Basic Attention Token,,CBAT,$0.004310,2.40%,-0.73%,,,,,0.00431,,
,iOWN Token,,iOWN,$0.010120,36.80%,-13.61%,,,,,0.01012,,
,YFI CREDITS GROUP,,YFICG,$1.31,33.72%,1214.16%,,,,,1.31,,
,2Based Finance,,2BASED,$1.25,15.77%,-15.59%,,,,,1.25,,
,ENTONE,,ENTONE,$0.045282,12.47%,7.96%,,,,,0.045282,,
,ITEN,,ITEN,$0.000452,-19.77%,-69.41%,,,,,0.000452,,
3301,UltrAlpha,3301,UAT,$0.038306,1.25%,0.26%,$0,"$2,977","77,704 UAT",0 UAT,0.038306,0.0,2977.0
3302,ENTONE,3302,ENTONE,$0.040317,14.90%,21.64%,$0,"$2,892","71,726 ENTONE",0 ENTONE,0.040317,0.0,2892.0
3303,KEY,3303,KEY,$0.000526,2.47%,13.32%,$0,"$2,981","5,671,276 KEY",0 KEY,0.000526,0.0,2981.0
3304,LOA Protocol,3304,LOA,$0.013956,2.84%,20.15%,$0,"$2,952","211,495 LOA",0 LOA,0.013956,0.0,2952.0
3305,PIRANHAS,3305,$PIR,$1.75,7.80%,46.79%,$0,"$2,930","1,670 $PIR",0 $PIR,1.75,0.0,2930.0
3306,Mirrored Google,3306,mGOOGL,"$1,796.56",0.84%,2.30%,$0,"$2,872",2 MGOOGL,0 mGOOGL,1796.56,0.0,2872.0
3307,TriipMiles,3307,TIIM,$0.003267,154.62%,328.89%,$0,"$2,857","874,574 TIIM",0 TIIM,0.003267,0.0,2857.0
3308,NFTLootBox,3308,LOOT,$7.87,5.60%,12.01%,$0,"$2,838",360 LOOT,0 LOOT,7.87,0.0,2838.0
3310,GM Holding,3310,GM,$0.031688,32.12%,2.56%,$0,"$2,777","87,637 GM",0 GM,0.031688,0.0,2777.0
,Nyan V2,,NYAN-2,$9.39,8.58%,22.03%,,,,,9.39,,
,Coin Artist,,COIN,$0.624021,10.24%,3.58%,,,,,0.624021,,
,TILWIKI,,TLW,$3.79,3.75%,-9.08%,,,,,3.79,,
,dXIOT,,DXIOT,$0.450226,28.67%,-19.53%,,,,,0.450226,,
,BeeEx,,BEE,$0.007103,-18.49%,-21.81%,,,,,0.007103,,
,Vanywhere,,VANY,$0.000675,13.74%,-9.04%,,,,,0.000675,,
,ITEN,,ITEN,$0.000482,-15.46%,-42.16%,,,,,0.000482,,
,Blood,,BLOOD,$0.000270,4.64%,-0.71%,,,,,0.00027,,
,Bonk,,BONK,$0.110261,0.77%,-6.10%,,,,,0.110261,,
,YFI CREDITS GROUP,,YFICG,$1.03,-57.84%,3344.74%,,,,,1.03,,
,Relevant,,REL,$0.926476,7.50%,-10.09%,,,,,0.926476,,
,Ludena Protocol,,LDN,$0.574268,-1.11%,10.93%,,,,,0.574268,,
,Kids Cash,,KASH,$0.074857,15.13%,30.33%,,,,,0.074857,,
,Lua Token,,LUA,$0.021708,-20.34%,-15.38%,,,,,0.021708,,
,EarnBet,,BET,$0.026855,-30.11%,-13.88%,,,,,0.026855,,
,SUP8EME,,SUP8EME,$3.49,9.76%,15.03%,,,,,3.49,,
,4ART Coin,,4ART,$0.015224,-1.13%,-2.58%,,,,,0.015224,,
,LinkCoin Token,,LKN,$0.000187,-5.67%,-13.93%,,,,,0.000187,,
,Ethereum Vault,,ETHV,$0.101142,-18.24%,-24.88%,,,,,0.101142,,
,CXN Network,,CXN,$0.003127,8.27%,12.16%,,,,,0.003127,,
,CHADS VC,,CHADS,$0.023011,9.77%,13.20%,,,,,0.023011,,
,MYX Network,,MYX,$0.000495,0.66%,25.43%,,,,,0.000495,,
,Zoom Protocol,,ZOM,$12.40,4.80%,9.37%,,,,,12.4,,
,3X Long Ethereum Classic Token,,ETCBULL,$51.29,22.85%,25.71%,,,,,51.29,,
,B91,,B91,$0.004139,-13.84%,-17.55%,,,,,0.004139,,
,FlashSwap,,FSP,$0.010744,4.63%,-0.50%,,,,,0.010744,,
,THECASH,,TCH,$0.025789,-3.45%,-2.17%,,,,,0.025789,,
,Amazon tokenized stock Bittrex,,AMZN,$3384.43,0.00%,5.51%,,,,,3384.43,,
,Bridge Finance,,BFR,$0.015184,-0.78%,21.76%,,,,,0.015184,,
,Equilibria,,XEQ,$0.028210,12.97%,11.04%,,,,,0.02821,,
,Wrapped Gen-0 CryptoKitties,,WG0,$94.31,2.18%,4.53%,,,,,94.31,,
,BLOCKMAX,,OCB,$0.071995,-6.63%,-14.48%,,,,,0.071995,,
,Guapcoin,,GUAP,$0.025127,7.00%,-16.56%,,,,,0.025127,,
,Consentium,,CSM,$0.005503,3.85%,-16.01%,,,,,0.005503,,
,MEME CASH,,MCH,$3.94,-6.78%,-26.46%,,,,,3.94,,
,Rizen Coin,,RZN,$24.63,25.16%,-29.81%,,,,,24.63,,
,EcoDollar,,ECOS,$0.228690,33.95%,2967.36%,,,,,0.22869,,
,RI Token,,RI,$0.178456,14.00%,-14.77%,,,,,0.178456,,
,Crex Token,,CREX,$3.47,-1.78%,-1.69%,,,,,3.47,,
,Aureus Nummus Gold,,ANG,$0.000490,-2.12%,-8.95%,,,,,0.00049,,
,BitCanna,,BCNA,$0.033027,29.09%,55.33%,,,,,0.033027,,
,Fiola,,FLA,$0.000114,10.39%,16.44%,,,,,0.000114,,
,DeFi of Thrones,,DOTX,$0.050393,9.23%,-8.47%,,,,,0.050393,,
,Commerce Data Connection,,CDC,$0.000085,-1.71%,-11.40%,,,,,8.5e-05,,
,KP2R.Network,,KP2R,$1.35,7.93%,-26.54%,,,,,1.35,,
,CloudCoin,,CCE,$0.005937,-6.44%,9.85%,,,,,0.005937,,
,En-Tan-Mo,,ETM,$0.002201,15.65%,-8.02%,,,,,0.002201,,
,Pfizer tokenized stock Bittrex,,PFE,$36.46,0.00%,-7.34%,,,,,36.46,,
,Meter Governance mapped by Meter.io,,eMTRG,$0.286181,12.28%,-1.36%,,,,,0.286181,,
,BioNTech tokenized stock Bittrex,,BNTX,$84.86,2.99%,-13.52%,,,,,84.86,,
,Pollux Coin,,POX,$0.650210,6.44%,9.52%,,,,,0.65021,,
,Beyond Meat Inc tokenized stock Bittrex,,BYND,$137.33,0.00%,0.00%,,,,,137.33,,
,Rivermount,,RM,$0.003620,94.47%,-58.38%,,,,,0.00362,,
,Braziliex Token,,BRZX,$0.030808,-5.88%,0.45%,,,,,0.030808,,
,YFIDapp,,YFID,$5.98,4.82%,-33.65%,,,,,5.98,,
,Compound Augur,,CREP,$0.324104,-2.71%,1.18%,,,,,0.324104,,
,DeFi Insurance Protocol,,DFIP,$0.000014,15.85%,149.45%,,,,,1.4e-05,,
,AladiEx,,ALA,$0.518241,-0.12%,0.30%,,,,,0.518241,,
,EXOR,,EXOR,$0.006544,119.96%,136.97%,,,,,0.006544,,
,Essek Tov,,ETO,$0.003788,59.30%,14.33%,,,,,0.003788,,
,Elynet,,ELYX,$0.156804,1.34%,3.72%,,,,,0.156804,,
,Azuki,,AZUKI,$0.073988,6.95%,-29.98%,,,,,0.073988,,
,UCX FOUNDATION,,UCX,$0.192885,4.30%,-1.17%,,,,,0.192885,,
,Volts.Finance,,VOLTS,$69.14,10.98%,4.10%,,,,,69.14,,
,Hub - Human Trust Protocol,,HUB,$0.007303,63.70%,44.92%,,,,,0.007303,,
,2Based Finance,,2BASED,$1.12,8.01%,-7.40%,,,,,1.12,,
,Spore Finance,,SPORE,$7.16,7.48%,21.33%,,,,,7.16,,
,Lock3r Network,,LK3R,$2.68,8.29%,3.19%,,,,,2.68,,
,Bytus,,BYTS,$0.195277,15.36%,77.10%,,,,,0.195277,,
,XFII,,XFII,$4.75,-22.96%,-35.05%,,,,,4.75,,
,The global index chain,,TGIC,$0.000835,5.47%,-11.23%,,,,,0.000835,,
,Blueshare Token,,BST1,$0.004065,31.44%,-99.01%,,,,,0.004065,,
,Freedom Reserve,,FR,$0.001463,6.79%,12.79%,,,,,0.001463,,
,Friends With Benefits,,FWB,$4.61,11.06%,36.58%,,,,,4.61,,
,Cyclops Treasure,,CYTR,$225.02,8.12%,10.19%,,,,,225.02,,
,Wrapped LEO,,WLEO,$0.304354,10.05%,37.78%,,,,,0.304354,,
,Yoink,,YNK,$0.003500,7.54%,13.29%,,,,,0.0035,,
,pTokens BTC,,PBTC,$35075.96,17.11%,26.35%,,,,,35075.96,,
,AntiscamToken,,AST,$0.055452,-4.40%,5.56%,,,,,0.055452,,
,YFIEXCHANGE.FINANCE,,YFIE,$2.55,39.61%,29.06%,,,,,2.55,,
,DeFi Gold,,DFGL,$1.24,5.31%,-6.43%,,,,,1.24,,
,LifetionCoin,,LTP,$0.085035,6.12%,-45.33%,,,,,0.085035,,
,Bitgrin,,XBG,$0.001020,-4.75%,-4.84%,,,,,0.00102,,
,Netflix tokenized stock FTX,,NFLX,$538.31,0.00%,4.67%,,,,,538.31,,
,Tacos,,TACO,$0.008562,18.11%,12.29%,,,,,0.008562,,
,Ubique Chain Of Things,,UCT,$0.006548,23.20%,-4.47%,,,,,0.006548,,
,Sudan Gold Coin,,SGC,$0.022197,0.00%,1.32%,,,,,0.022197,,
,Fashion Coin,,FSHN,$0.000002,-0.12%,-5.57%,,,,,2e-06,,
,Ecoin,,ECOIN,$0.001679,3.60%,11.51%,,,,,0.001679,,
,Waifu Token,,WAIF,$0.000630,9.94%,1.86%,,,,,0.00063,,
3401,Yearn4 Finance,3401,YF4,$1.92,6.39%,11.35%,$0,$997,521 YF4,0 YF4,1.92,0.0,997.0
3402,Ecoin,3402,ECOIN,$0.001591,0.46%,20.27%,$0,$996,"625,907 ECOIN",0 ECOIN,0.001591,0.0,996.0
3405,YEARN2.FINANCE,3405,YFI2,$2.64,12.75%,36.59%,$0,$945,358 YFI2,0 YFI2,2.64,0.0,945.0
3407,Blaze Network,3407,BLZN,$0.176904,5.46%,12.21%,$0,$880,"4,973 BLZN",0 BLZN,0.176904,0.0,880.0
3409,TokenPocket,3409,TPT,$0.001670,1.23%,5.01%,$0,$867,"519,335 TPT",0 TPT,0.00167,0.0,867.0
,McNetworkDefi,,MCN,$0.004744,14.61%,19.16%,,,,,0.004744,,
,Tchain,,TCH,$0.000175,-15.70%,-19.47%,,,,,0.000175,,
,Global Game Coin,,GGC,$1.54,-29.48%,-1.14%,,,,,1.54,,
,Facebook tokenized stock Bittrex,,FB,$270.84,0.00%,-3.35%,,,,,270.84,,
,Alchemy,,ACOIN,$0.500697,2.99%,-10.28%,,,,,0.500697,,
,ETG Finance,,ETGF,$0.892441,10.86%,25.11%,,,,,0.892441,,
,XSwap,,XSP,$0.000034,8.78%,10.91%,,,,,3.4e-05,,
,i9 Coin,,I9C,$0.001339,6.58%,21.27%,,,,,0.001339,,
,AurusCOIN,,AWX,$2.50,0.04%,0.34%,,,,,2.5,,
,Billibilli Inc tokenized stock FTX,,BILI,$85.39,-0.10%,4.48%,,,,,85.39,,
,3X Short Matic Token,,MATICBEAR,$0.005850,-22.21%,-26.88%,,,,,0.00585,,
,EcoG9coin,,EGC,$0.000939,0.00%,3.35%,,,,,0.000939,,
,Bankcoin Reserve,,BCR,$351.47,-92.77%,-89.29%,,,,,351.47,,
,Inverse Bitcoin Volatility Token,,IBVOL,$5730.90,-3.44%,-0.50%,,,,,5730.9,,
,EcoDollar,,ECOS,$0.217320,-0.11%,2816.87%,,,,,0.21732,,
,zLOT Finance,,ZLOT,$565.38,12.19%,7.57%,,,,,565.38,,
,Square tokenized stock FTX,,SQ,$218.97,0.09%,-4.77%,,,,,218.97,,
,Hiz Finance,,HIZ,$0.988532,-6.96%,25.14%,,,,,0.988532,,
,Historia,,HTA,$0.002342,-6.77%,-5.68%,,,,,0.002342,,
,Bit Trust System,,BIUT,$0.006311,3.14%,-8.67%,,,,,0.006311,,
,En-Tan-Mo,,ETM,$0.002304,-17.83%,0.33%,,,,,0.002304,,
,3X Long Dragon Index Token,,DRGNBULL,$225.10,28.85%,24.36%,,,,,225.1,,
,BuckHathCoin,,BHIG,$0.066850,40.11%,118.25%,,,,,0.06685,,
,Infinity Economics,,XIN,$0.001435,22.62%,8.22%,,,,,0.001435,,
,PayPal tokenized stock FTX,,PYPL,$234.20,-0.50%,-2.44%,,,,,234.2,,
,Ubique Chain Of Things,,UCT,$0.006246,2.61%,-1.37%,,,,,0.006246,,
,NestEGG Coin,,EGG,$0.004330,-12.78%,-8.04%,,,,,0.00433,,
,Muzika,,MZK,$0.003008,-32.85%,-25.01%,,,,,0.003008,,
,Tepleton,,TEP,$0.005810,-19.42%,-1.49%,,,,,0.00581,,
,Sergey Save Link,,SSL,$48.82,18.13%,-32.20%,,,,,48.82,,
,UCROWDME,,UCM,$0.002196,0.88%,49.23%,,,,,0.002196,,
,Mega Lottery Services Global,,MLR,$0.022983,18.43%,37.32%,,,,,0.022983,,
,Ziktalk,,ZIK,$0.000820,-1.10%,-7.88%,,,,,0.00082,,
,Arcona,,ARCONA,$0.011393,-1.64%,28.46%,,,,,0.011393,,
,yplutus,,YPLT,$0.006868,11.42%,-34.59%,,,,,0.006868,,
,Schain Wallet,,SCHA,$0.003106,6.52%,28.64%,,,,,0.003106,,
,Aunite,,AUNIT,$0.017800,-12.32%,2.30%,,,,,0.0178,,
,Waifu Token,,WAIF,$0.000702,17.94%,13.21%,,,,,0.000702,,
,Behodler,,EYE,$0.011364,9.34%,35.64%,,,,,0.011364,,
,Universal Protocol Token,,UPT,$0.001672,6.51%,-44.91%,,,,,0.001672,,
,Definitex,,DFX,$0.178733,13.86%,33.04%,,,,,0.178733,,
,Dextrust,,DETS,$0.025933,17.30%,37.32%,,,,,0.025933,,
,FlashX Advance,,FSXA,$0.000036,-32.27%,-7.92%,,,,,3.6e-05,,
,Nokencoin,,NOKN,$0.021082,76.77%,96.12%,,,,,0.021082,,
,Blaze DeFi,,BNFI,$0.481218,10.26%,-44.13%,,,,,0.481218,,
,Xtock,,XTX,$0.000083,-10.00%,30.27%,,,,,8.3e-05,,
,AVCCOIN,,AVC,$0.337425,-36.80%,103.80%,,,,,0.337425,,
,USDA,,USDA,$0.020350,0.09%,0.16%,,,,,0.02035,,
,Resistance,,RES,$0.001001,5.98%,-25.35%,,,,,0.001001,,
,Litecash,,CASH,$0.000167,33.07%,51.34%,,,,,0.000167,,
,Wenburn,,WENB,$0.016719,0.02%,17.97%,,,,,0.016719,,
,pulltherug.finance,,RUGZ,$6.56,13.37%,-4.36%,,,,,6.56,,
,Bestay,,BSY,$0.450846,0.04%,-14.82%,,,,,0.450846,,
,QUSD,,QUSD,$0.010847,0.08%,0.98%,,,,,0.010847,,
,Cyclops Treasure,,CYTR,$251.03,16.85%,22.90%,,,,,251.03,,
,Cicoin,,CICX,$0.076916,2.04%,-0.51%,,,,,0.076916,,
,Yoink,,YNK,$0.003899,16.71%,25.53%,,,,,0.003899,,
